Found 3188 unique RGB values that are not white, green, or black:
 325. RGB(np.uint8(253), np.uint8(212), np.uint8(166)) - appears     24 times
 326. RGB(np.uint8(255), np.uint8(188), np.uint8(123)) - appears     24 times
 327. RGB(np.uint8(255), np.uint8(210), np.uint8(161)) - appears     24 times
 328. RGB(np.uint8(243), np.uint8(206), np.uint8(169)) - appears     24 times
 329. RGB(np.uint8(223), np.uint8(167), np.uint8(114)) - appears     24 times
 330. RGB(np.uint8(251), np.uint8(189), np.uint8(126)) - appears     23 times
 331. RGB(np.uint8(255), np.uint8(197), np.uint8(139)) - appears     23 times
 332. RGB(np.uint8(254), np.uint8(207), np.uint8(153)) - appears     23 times
 333. RGB(np.uint8(252), np.uint8(200), np.uint8(148)) - appears     23 times
 334. RGB(np.uint8(254), np.uint8(224), np.uint8(187)) - appears     23 times
 335. RGB(np.uint8(254), np.uint8(200), np.uint8(137)) - appears     23 times
 336. RGB(np.uint8(201), np.uint8(177), np.uint8(149)) - appears     23 times
 337. RGB(np.uint8(138), np.uint8(105), np.uint8(62)) - appears     23 times
 338. RGB(np.uint8(250), np.uint8(205), np.uint8(150)) - appears     23 times
 339. RGB(np.uint8(217), np.uint8(167), np.uint8(116)) - appears     23 times
 340. RGB(np.uint8(221), np.uint8(176), np.uint8(129)) - appears     23 times
 341. RGB(np.uint8(222), np.uint8(170), np.uint8(118)) - appears     23 times
 342. RGB(np.uint8(221), np.uint8(170), np.uint8(115)) - appears     23 times
 343. RGB(np.uint8(255), np.uint8(189), np.uint8(123)) - appears     23 times
 344. RGB(np.uint8(222), np.uint8(167), np.uint8(108)) - appears     23 times
 345. RGB(np.uint8(172), np.uint8(146), np.uint8(113)) - appears     22 times
